Delivery person ID,Age group(Delivery person),Delivery person rating,Rseturant latitude,Resturant longitude,Delivery location latitude,Delivery location longitude,Type of order,Type of vechicle,Temperature,Humidity,Precipitation,Weather description,Traffic level,Distance(km),Target(mins)
JAPRES01DEL02,21-30,4,26.90519,75.810753,26.92519,75.830753,Snack ,motorcycle ,22.27,73,0,haze,Low,6.92,23.63333333
INDORES16DEL03,21-30,4.8,22.744648,75.894377,22.774648,75.924377,Snack ,scooter ,22.77,60,0,haze,Low,18.04,24.78333333
BANGRES07DEL03,31-40,4.8,12.978453,77.643685,13.068453,77.733685,Meal ,motorcycle ,22.12,60,0,haze,High,1.83,40.03333333
HYDRES04DEL01,31-40,4.6,17.411028,78.329645,17.421028,78.339645,Buffet ,motorcycle ,27.99,65,0,haze,Very Low,6.37,9.983333333
INDORES11DEL03,31-40,4.6,22.751234,75.88949,22.781234,75.91949,Buffet ,motorcycle ,23.47,47,0,clear sky,Low,5.31,23.4
KOLRES09DEL02,31-40,4.2,22.515082,88.36783,22.535082,88.38783,Meal ,motorcycle ,22.91,72,0,haze,Moderate,25.16,24.31666667
PUNERES19DEL01,31-40,4.6,18.563934,73.915367,18.673935,74.025367,Snack ,motorcycle ,23.67,39,0,clear sky,Very High,5.62,62.66666667
BANGRES02DEL03,31-40,4.9,12.970221,77.645396,13.000221,77.675396,Drinks ,motorcycle ,20.61,67,0,clear sky,Moderate,20.17,31.38333333
LUDHRES19DEL03,21-30,4.7,30.902872,75.826808,30.992872,75.916808,Meal ,motorcycle ,22.31,43,0,clear sky,Very High,13.03,47.35
MYSRES18DEL02,21-30,4.6,12.337928,76.617889,12.387928,76.667889,Meal ,motorcycle ,20.54,67,0,clear sky,Moderate,24.02,22.2
INDORES010DEL01,31-40,4.9,22.75004,75.902847,22.86004,76.012847,Meal ,motorcycle ,23.02,48,0,clear sky,High,5.03,39.55
MYSRES010DEL02,31-40,4.8,12.321214,76.621094,12.341214,76.641094,Drinks ,scooter ,26.29,82,0.4,light rain,Low,2.79,28.4
PUNERES010DEL01,31-40,4.6,18.539299,73.897902,18.549299,73.907902,Drinks ,scooter ,27.97,57,0,smoke,Low,0,26.45
MUMRES13DEL01,21-30,4.5,19.178321,72.834715,19.188321,72.844715,Drinks ,electric_scooter ,27.88,57,0,smoke,Low,9.53,27.31666667
SURRES05DEL02,31-40,4.9,21.175104,72.804342,21.225104,72.854342,Buffet ,motorcycle ,22.74,46,0,haze,Moderate,2.12,30.53333333
MUMRES20DEL01,31-40,4.4,19.103249,72.846749,19.113249,72.856749,Drinks ,motorcycle ,24.14,92,0,scattered clouds,Very Low,6.66,23.68333333
JAPRES010DEL03,31-40,4.6,26.921411,75.793604,26.951411,75.823604,Drinks ,motorcycle ,22.81,60,0,haze,Moderate,19.52,38.01666667
KOCRES010DEL03,21-30,4.6,10.035573,76.336958,10.125573,76.426958,Snack ,motorcycle ,22.91,49,0,clear sky,High,3.86,50.53333333
HYDRES17DEL01,21-30,4.7,17.451976,78.385883,17.461976,78.395883,Buffet ,scooter ,22.31,50,0,clear sky,Very Low,13.88,13.26666667
PUNERES17DEL01,31-40,4,18.530963,73.828972,18.600963,73.898972,Meal ,scooter ,24.01,64,0,haze,High,9.33,38.8
PUNERES15DEL01,21-30,4.6,18.636215,73.751081,18.676215,73.791081,Snack ,scooter ,20.06,83,0,mist,Moderate,11.75,32.28333333
VADRES19DEL02,31-40,4.1,22.311844,73.165081,22.361844,73.215081,Buffet ,motorcycle ,25.95,73,0,haze,Moderate,1.83,29.01666667
RANCHIRES010DEL01,21-30,4.6,23.354422,85.3329,23.364422,85.3429,Buffet ,scooter ,22.52,60,0,haze,Very Low,13.76,11.45
COIMBRES16DEL01,21-30,4.4,11.010375,76.95295,11.080375,77.02295,Meal ,scooter ,24,64,0,haze,High,27.05,38.71666667
HYDRES13DEL01,15-20,4.8,17.431477,78.40035,17.541477,78.51035,Drinks ,electric_scooter ,26.44,81,0.25,light rain,Very High,8.47,71.75
VADRES19DEL01,31-40,4.7,22.311844,73.165081,22.351844,73.205081,Buffet ,motorcycle ,22.78,60,0,haze,Low,0,21.51666667
HYDRES09DEL01,31-40,4.5,17.431668,78.408321,17.501668,78.478321,Snack ,electric_scooter ,23.73,46,0,haze,High,4.64,47.18333333
MUMRES15DEL02,21-30,4.9,19.176269,72.836721,19.196269,72.856721,Snack ,scooter ,22.83,60,0,haze,Low,9.64,28.1
JAPRES06DEL02,31-40,4.5,26.911927,75.797282,26.961927,75.847282,Drinks ,motorcycle ,28.4,82,0,overcast clouds,Moderate,16.42,40.96666667
HYDRES07DEL01,15-20,4.8,17.424114,78.347554,17.494114,78.417554,Snack ,motorcycle ,23.6,46,0,haze,High,30.15,42.06666667
CHENRES18DEL02,31-40,4.1,12.981615,80.231598,13.111615,80.361598,Buffet ,motorcycle ,22.78,60,0,haze,Very High,3.87,86.68333333
JAPRES15DEL02,31-40,4.8,26.891191,75.802083,26.911191,75.822083,Drinks ,electric_scooter ,22.78,60,0,haze,Low,17.74,22.21666667
HYDRES09DEL01,31-40,4.8,17.431668,78.408321,17.501668,78.478321,Meal ,motorcycle ,22.22,42,0,clear sky,High,17.74,43.18333333
HYDRES09DEL01,21-30,4.8,17.431668,78.408321,17.501668,78.478321,Drinks ,scooter ,22.25,44,0,clear sky,High,11.87,52.18333333
BHPRES16DEL01,21-30,4.6,23.264015,77.408236,23.334015,77.478236,Snack ,scooter ,28.37,82,0,overcast clouds,Moderate,27.93,34.05
INDORES01DEL02,21-30,4.7,22.695207,75.866059,22.825207,75.996059,Snack ,motorcycle ,22.69,60,0,haze,Very High,14.83,52.58333333
CHENRES05DEL02,21-30,4.5,13.058616,80.264151,13.108616,80.314151,Drinks ,scooter ,11.16,87,0,clear sky,Very High,21.71,63.75
HYDRES06DEL03,31-40,4.6,17.455894,78.375467,17.545894,78.465467,Snack ,scooter ,26.25,83,0.45,light rain,Very High,24.82,59.43333333
DEHRES19DEL02,21-30,4.6,30.372202,78.077151,30.452202,78.157151,Snack ,electric_scooter ,20.05,83,0,mist,Very High,0,75.85
RANCHIRES18DEL01,15-20,4.1,23.351489,85.324253,23.361489,85.334253,Drinks ,motorcycle ,28.46,81,0,mist,Very Low,10.18,22.26666667
PUNERES16DEL01,21-30,4.7,18.536718,73.830327,18.576718,73.870328,Snack ,scooter ,22.17,42,0,clear sky,Moderate,9.26,33.96666667
CHENRES01DEL02,31-40,4.3,13.005801,80.250744,13.055801,80.300744,Drinks ,motorcycle ,26.25,83,0.45,light rain,Moderate,23.86,41.31666667
BHPRES20DEL02,21-30,4.8,23.235123,77.398886,23.365123,77.528886,Snack ,motorcycle ,24.06,46,0,haze,Very High,0,61.95
JAPRES13DEL01,31-40,4.2,26.846156,75.8023,26.956156,75.9123,Snack ,motorcycle ,21.03,60,0,haze,Very High,11.19,53.08333333
BANGRES04DEL02,21-30,4.6,12.98041,77.640489,13.03041,77.690489,Snack ,motorcycle ,23.15,48,0,clear sky,High,25.79,40.05
AURGRES17DEL01,21-30,4.8,19.876994,75.372353,19.986994,75.482353,Buffet ,electric_scooter ,22.75,60,0,haze,Very High,25.87,65.9
PUNERES16DEL01,31-40,3.8,18.536718,73.830327,18.646718,73.940327,Buffet ,motorcycle ,24.95,73,0,mist,Very High,23.83,68.13333333
HYDRES02DEL01,31-40,3.6,17.41233,78.449654,17.52233,78.559654,Drinks ,scooter ,23.42,73,0,haze,Very High,6.71,71.88333333
SURRES03DEL01,31-40,4.7,21.186884,72.793616,21.226884,72.833616,Drinks ,motorcycle ,22.08,60,0,haze,Low,6.35,30.06666667
BANGRES08DEL03,31-40,4.8,12.906229,77.596791,12.936229,77.626791,Meal ,motorcycle ,23.13,73,0,haze,Moderate,6.16,25.38333333
INDORES05DEL03,21-30,5,22.727021,75.884167,22.757021,75.914167,Drinks ,motorcycle ,26.37,82,0.31,light rain,Moderate,10.08,32.23333333
BANGRES14DEL01,31-40,4.8,12.949934,77.699386,12.989934,77.739386,Snack ,motorcycle ,24.93,43,0,clear sky,Moderate,0,29.83333333
SURRES05DEL01,21-30,4.7,21.175104,72.804342,21.245104,72.874342,Drinks ,scooter ,23.1,49,0,clear sky,High,12.81,41.98333333
MYSRES02DEL02,31-40,4,12.304569,76.643622,12.354569,76.693622,Drinks ,electric_scooter ,26.03,73,0,haze,High,3.31,44.21666667
PUNERES06DEL01,31-40,5,18.546258,73.904337,18.556258,73.914337,Drinks ,motorcycle ,22.69,49,0,clear sky,Very Low,19.17,19.6
COIMBRES18DEL03,31-40,4.7,11.02091,76.940432,11.11091,77.030432,Buffet ,motorcycle ,20.08,83,0,mist,High,13.34,45.53333333
PUNERES03DEL03,15-20,4.6,18.554382,73.798206,18.614382,73.858206,Snack ,motorcycle ,28.35,82,0,overcast clouds,High,6.75,43.23333333
RANCHIRES04DEL03,21-30,4.6,23.359033,85.325347,23.389033,85.355347,Meal ,motorcycle ,22.54,60,0,haze,Moderate,24.03,27.43333333
CHENRES16DEL01,15-20,4.7,13.049645,80.242268,13.159645,80.352268,Buffet ,motorcycle ,27.83,57,0,smoke,Very High,27.2,67.68333333
HYDRES08DEL01,21-30,4.9,17.438263,78.397865,17.548263,78.507865,Buffet ,motorcycle ,28.79,67,0,scattered clouds,Very High,13.09,70.46666667
MUMRES06DEL03,31-40,4.8,19.055831,72.833984,19.115831,72.893984,Buffet ,motorcycle ,23.26,73,0,haze,High,24.89,47.41666667
GOARES02DEL01,31-40,4.9,15.585658,73.743606,15.695658,73.853606,Drinks ,motorcycle ,26.44,81,0.25,light rain,High,9.12,52.91666667
BANGRES010DEL01,21-30,4.9,12.933298,77.614293,12.973298,77.654293,Snack ,electric_scooter ,26.44,81,0.25,light rain,Moderate,0,33.21666667
ALHRES02DEL03,31-40,4.9,25.453436,81.833167,25.543436,81.923167,Drinks ,motorcycle ,25.53,38,0,clear sky,High,13.04,50.33333333
VADRES13DEL01,31-40,4.5,22.310237,73.158921,22.380237,73.228921,Drinks ,scooter ,27.92,57,0,smoke,Moderate,23.09,36.76666667
AGRRES14DEL03,31-40,4.9,27.16185,78.040165,27.25185,78.130165,Meal ,motorcycle ,20.55,67,0,clear sky,High,2.15,43.91666667
MUMRES01DEL01,21-30,4.6,19.12663,72.829976,19.13663,72.839976,Buffet ,motorcycle ,26.37,82,0.31,light rain,Low,4.76,18.33333333
MYSRES06DEL02,21-30,4.8,12.323994,76.626167,12.343994,76.646167,Snack ,scooter ,23.64,46,0,haze,Low,0,17.18333333
JAPRES18DEL02,31-40,4.7,26.913987,75.752891,26.933987,75.772891,Drinks ,motorcycle ,27.86,57,0,smoke,Low,20.55,23.06666667
CHENRES01DEL02,21-30,5,13.005801,80.250744,13.085801,80.330744,Drinks ,motorcycle ,24,64,0,haze,Very High,7.81,76.23333333
MUMRES07DEL03,21-30,4.7,19.091458,72.827808,19.121458,72.857808,Snack ,scooter ,28,65,0,haze,Moderate,8.49,38.96666667
VADRES01DEL01,31-40,4.8,22.307898,73.167788,22.347898,73.207788,Buffet ,scooter ,24.95,73,0,mist,Low,15.29,23.33333333
KOLRES02DEL03,31-40,4.5,22.514585,88.39331,22.574585,88.45331,Buffet ,motorcycle ,20.05,83,0,mist,Moderate,11.01,33.85
SURRES12DEL02,21-30,4.6,21.183434,72.814492,21.233434,72.864492,Meal ,motorcycle ,24,64,0,haze,Moderate,9.22,28.93333333
RANCHIRES19DEL02,21-30,4.9,23.333017,85.3172,23.383017,85.3672,Buffet ,motorcycle ,22.1,74,0,haze,Moderate,2.9,31.68333333
VADRES010DEL01,21-30,4.4,22.310329,73.169083,22.320329,73.179083,Drinks ,motorcycle ,20.14,83,0,mist,Low,24.8,21.4
BANGRES010DEL02,21-30,4.6,12.933298,77.614293,13.063298,77.744293,Meal ,motorcycle ,28.03,57,0,smoke,Very High,8.3,56.31666667
RANCHIRES010DEL02,31-40,4.7,23.354422,85.3329,23.404422,85.3829,Snack ,motorcycle ,25.99,73,0,haze,Moderate,10.81,31.26666667
MUMRES17DEL01,31-40,5,19.121999,72.908493,19.161999,72.948493,Snack ,scooter ,28.47,82,0,mist,Moderate,6.51,38.5
COIMBRES03DEL03,21-30,4.9,11.025083,77.015393,11.055083,77.045393,Meal ,scooter ,28.2,82,0,mist,Low,12.24,17.46666667
CHENRES02DEL02,21-30,4.6,13.086438,80.220672,13.136439,80.270672,Snack ,motorcycle ,22.94,60,0,haze,High,2.48,43.83333333
CHENRES03DEL01,31-40,4.2,13.091809,80.219104,13.101809,80.229104,Snack ,scooter ,25.94,73,0,haze,Low,2.64,18.96666667
HYDRES20DEL01,31-40,4.7,17.483216,78.552111,17.493216,78.562111,Snack ,scooter ,25.64,43,0,clear sky,Low,12.76,17.38333333
COIMBRES03DEL03,21-30,4.9,11.025083,77.015393,11.085083,77.075393,Drinks ,motorcycle ,22.58,60,0,haze,Moderate,5.58,36.8
ALHRES02DEL03,31-40,4.8,25.453436,81.833167,25.483436,81.863167,Drinks ,scooter ,22.16,60,0,haze,Low,5.71,24.08333333
HYDRES07DEL02,31-40,4.6,17.424114,78.347554,17.444114,78.367554,Snack ,motorcycle ,27.22,53,0,clear sky,Low,16.77,17.51666667
INDORES05DEL01,31-40,4.8,22.727021,75.884167,22.797021,75.954167,Meal ,motorcycle ,22.13,42,0,clear sky,High,34.81,38.88333333
MUMRES03DEL03,21-30,4.6,19.22384,72.841347,19.31384,72.931347,Drinks ,scooter ,27.75,57,0,smoke,Very High,11.31,91.5
BHPRES13DEL02,15-20,4.7,23.230791,77.43702,23.280791,77.48702,Snack ,scooter ,23.47,47,0,clear sky,Moderate,19.33,34.78333333
MUMRES19DEL03,31-40,4.8,19.131141,72.813074,19.19114,72.873074,Meal ,scooter ,20.14,83,0,mist,Very High,25.16,62.25
PUNERES19DEL01,31-40,3.8,18.563934,73.915367,18.673935,74.025367,Snack ,scooter ,22.39,73,0,haze,Very High,9.56,62.8
RANCHIRES08DEL02,21-30,4.7,23.353783,85.326967,23.403783,85.376967,Drinks ,scooter ,22.19,73,0,haze,Moderate,24.47,38.51666667
BANGRES12DEL02,21-30,4.6,12.939496,77.625999,13.069496,77.755999,Buffet ,motorcycle ,25.99,73,0,haze,Very High,22.12,57.38333333
BANGRES06DEL01,21-30,4.6,12.979096,77.640625,13.089096,77.750625,Meal ,scooter ,24.01,64,0,haze,Very High,12.12,49.95
COIMBRES02DEL03,21-30,4.7,11.022477,76.995667,11.082477,77.055667,Drinks ,motorcycle ,22.94,60,0,haze,Moderate,12.86,36.93333333
VADRES01DEL02,31-40,4.8,22.307898,73.167788,22.357898,73.217788,Snack ,motorcycle ,20.03,83,0,mist,Moderate,15.45,30.73333333
HYDRES09DEL02,21-30,4.7,17.431668,78.408321,17.481668,78.458321,Snack ,scooter ,28.9,68,0,scattered clouds,High,7.15,46.88333333
RANCHIRES09DEL01,21-30,4.6,23.351058,85.325731,23.391058,85.365731,Buffet ,scooter ,22.94,49,0,clear sky,Moderate,19.5,26.85
GOARES11DEL03,31-40,4.5,15.544419,73.755736,15.634419,73.845736,Drinks ,scooter ,26.03,73,0,haze,High,6.66,55.26666667
PUNERES17DEL03,21-30,4.9,18.530963,73.828972,18.560963,73.858972,Drinks ,scooter ,25.97,73,0,haze,Moderate,9.36,30.7
COIMBRES05DEL02,21-30,5,11.022169,76.999594,11.072169,77.049594,Drinks ,motorcycle ,23.84,29,0,clear sky,Moderate,2.76,35.31666667
COIMBRES11DEL01,31-40,4.8,11.001753,76.986241,11.011753,76.996241,Buffet ,scooter ,24.9,42,0,clear sky,Very Low,21.57,13.75
JAPRES010DEL01,31-40,3.8,26.921411,75.793604,27.031411,75.903604,Buffet ,scooter ,23.39,73,0,haze,Very High,20.43,52.11666667
SURRES05DEL01,21-30,3.6,21.175104,72.804342,21.285104,72.914342,Meal ,scooter ,22.47,50,0,clear sky,High,3.08,43.7
BANGRES14DEL01,31-40,4.4,12.949934,77.699386,12.959934,77.709386,Buffet ,motorcycle ,23.73,46,0,haze,Low,4.47,16.36666667
PUNERES01DEL01,31-40,4.8,18.569156,73.774723,18.579156,73.784723,Meal ,motorcycle ,24.93,73,0,mist,Low,10.31,15.53333333
JAPRES11DEL03,31-40,5,26.90294,75.793007,26.96294,75.853007,Meal ,motorcycle ,20.61,67,0,clear sky,High,14.18,33.88333333
SURRES11DEL02,21-30,4.2,21.157735,72.768778,21.237735,72.848778,Snack ,motorcycle ,22.75,49,0,clear sky,High,8.87,43.55
MYSRES010DEL01,31-40,4.5,12.321214,76.621094,12.361214,76.661094,Snack ,scooter ,26.29,82,0.4,light rain,Low,17.7,23.6
PUNERES18DEL02,31-40,4.9,18.593481,73.785901,18.673481,73.865901,Meal ,motorcycle ,23.72,28,0,clear sky,High,0,42.7
JAPRES08DEL03,21-30,4.3,26.910262,75.783013,27.000262,75.873013,Drinks ,motorcycle ,22.88,60,0,haze,High,16.44,50.21666667
BANGRES05DEL03,31-40,4.1,12.970324,77.645748,13.060324,77.735748,Drinks ,scooter ,23.99,64,0,haze,High,8.18,48.15
HYDRES12DEL03,31-40,4,17.429585,78.392621,17.459585,78.422621,Snack ,motorcycle ,24.9,42,0,clear sky,Moderate,6.55,34.35
VADRES14DEL03,31-40,4.8,22.311603,73.165012,22.341603,73.195012,Buffet ,scooter ,28.34,82,0,overcast clouds,Low,34.64,16.85
SURRES16DEL02,21-30,4.6,21.160437,72.774209,21.290437,72.904209,Snack ,scooter ,23.46,47,0,clear sky,Very High,32.2,58.65
CHENRES04DEL02,31-40,4.8,13.02978,80.208812,13.15978,80.338812,Buffet ,scooter ,25.79,73,0,haze,Very High,18.54,82.38333333
PUNERES06DEL03,21-30,4.4,18.546258,73.904337,18.636258,73.994337,Drinks ,motorcycle ,26.15,73,0,haze,Very High,16.05,59.28333333
COIMBRES18DEL01,31-40,4.2,11.02091,76.940432,11.09091,77.010432,Drinks ,electric_scooter ,24.87,42,0,clear sky,High,21.28,48.28333333
COIMBRES02DEL01,21-30,4.6,11.022477,76.995667,11.132477,77.105667,Meal ,motorcycle ,23.58,46,0,haze,High,22.73,43.78333333
SURRES03DEL02,21-30,4.8,21.186884,72.793616,21.316884,72.923616,Buffet ,motorcycle ,27.97,57,0,smoke,High,9.63,47.03333333
JAPRES17DEL01,21-30,4.9,26.892312,75.806896,26.932312,75.846896,Snack ,motorcycle ,22.47,50,0,clear sky,High,13.18,38.11666667
MUMRES06DEL02,31-40,4.6,19.055831,72.833984,19.105831,72.883984,Meal ,motorcycle ,27.77,57,0,smoke,High,5.89,38.88333333
PUNERES01DEL02,31-40,4.9,18.569156,73.774723,18.589156,73.794723,Buffet ,motorcycle ,24.94,43,0,clear sky,Low,12.03,22.13333333
MUMRES07DEL01,31-40,5,19.091458,72.827808,19.131458,72.867808,Buffet ,scooter ,20.04,83,0,mist,High,15.2,42.78333333
SURRES09DEL02,21-30,4,21.175975,72.795503,21.255975,72.875503,Buffet ,motorcycle ,25.01,73,0,mist,High,3.19,38.48333333
RANCHIRES13DEL01,21-30,5,23.374989,85.335486,23.384989,85.345486,Buffet ,motorcycle ,25.96,73,0,haze,Low,11.64,20.16666667
SURRES010DEL03,21-30,4.6,21.17106,72.789292,21.23106,72.849292,Meal ,motorcycle ,26.37,82,0.31,light rain,High,11.45,35.1
COIMBRES04DEL03,31-40,4.7,11.024839,77.007003,11.084839,77.067003,Buffet ,motorcycle ,23.74,46,0,haze,Moderate,0,30.28333333
JAPRES02DEL01,21-30,4.9,26.914142,75.805704,26.954142,75.845704,Snack ,motorcycle ,22.04,43,0,clear sky,Moderate,22.28,31.91666667
INDORES02DEL01,31-40,4.7,22.651847,75.881991,22.761847,75.991991,Drinks ,motorcycle ,23.46,47,0,clear sky,High,31.61,47.23333333
BHPRES06DEL01,21-30,5,23.232357,77.429989,23.342357,77.539989,Snack ,motorcycle ,22.74,60,0,haze,Very High,27.04,66.2
PUNERES010DEL01,31-40,4.8,18.539299,73.897902,18.649299,74.007902,Snack ,scooter ,28.04,57,0,smoke,Very High,22.23,61.88333333
HYDRES19DEL03,31-40,4,17.458998,78.500366,17.548998,78.590366,Snack ,scooter ,26.4,81,0.29,light rain,High,17.77,46.21666667
MUMRES16DEL03,21-30,4.9,19.120083,72.907385,19.210083,72.997385,Drinks ,motorcycle ,22.64,50,0,clear sky,High,0,46.35
PUNERES02DEL03,31-40,4.3,18.55144,73.804855,18.58144,73.834855,Snack ,motorcycle ,23.45,73,0,haze,Moderate,24.36,26.23333333
SURRES15DEL02,21-30,4.5,21.160522,72.771477,21.290522,72.901477,Buffet ,motorcycle ,28,65,0,haze,Very High,5.54,54.96666667
BANGRES19DEL02,21-30,4.3,12.914264,77.6784,12.934264,77.6984,Buffet ,motorcycle ,22.58,74,0,haze,Moderate,9.09,26.93333333
KOLRES09DEL01,21-30,4.7,22.515082,88.36783,22.555082,88.40783,Meal ,motorcycle ,27.75,57,0,smoke,Moderate,10.61,23.1
BANGRES17DEL03,21-30,4.9,12.972532,77.608179,13.032532,77.668179,Snack ,motorcycle ,20.58,68,0,clear sky,High,19.23,47.5
MUMRES19DEL03,31-40,4.7,19.131141,72.813074,19.19114,72.873074,Meal ,motorcycle ,20.75,67,0,clear sky,Very High,19.34,62.26666667
MYSRES13DEL03,21-30,4.8,12.310972,76.659264,12.400972,76.749264,Snack ,motorcycle ,20.38,67,0,clear sky,High,10.51,45.33333333
MYSRES15DEL01,21-30,4.3,12.352058,76.60665,12.392058,76.64665,Buffet ,motorcycle ,23.46,39,0,clear sky,Moderate,7.01,26.36666667
MYSRES12DEL03,31-40,4.5,12.284747,76.625861,12.314747,76.655861,Snack ,scooter ,22.17,43,0,clear sky,Low,43.71,22.55
LUDHRES14DEL02,21-30,4.9,30.892978,75.821847,31.022978,75.951847,Buffet ,motorcycle ,20.18,83,0,mist,Very High,31.22,56.91666667
INDORES18DEL02,21-30,4.7,22.753839,75.897429,22.883838,76.027429,Buffet ,motorcycle ,26.22,83,0.48,light rain,Very High,15.8,53.18333333
RANCHIRES09DEL02,21-30,4.6,23.351058,85.325731,23.431058,85.405731,Drinks ,motorcycle ,28.36,75,0,overcast clouds,High,0,49.33333333
CHENRES05DEL02,15-20,4.9,13.058616,80.264151,13.188616,80.394151,Drinks ,scooter ,28.03,53,0,clear sky,Very High,8.45,78.91666667
HYDRES01DEL03,21-30,4.5,17.410371,78.437225,17.440371,78.467225,Drinks ,motorcycle ,25.53,38,0,clear sky,Moderate,25.14,35.06666667
MUMRES14DEL01,21-30,4.7,19.1813,72.836191,19.2913,72.946191,Drinks ,motorcycle ,22.62,73,0,haze,Very High,22.82,69.46666667
AGRRES08DEL03,21-30,4.9,27.160934,78.044095,27.250934,78.134095,Buffet ,motorcycle ,23.99,64,0,haze,High,11.19,46.46666667
BANGRES04DEL02,31-40,4.6,12.98041,77.640489,13.03041,77.690489,Snack ,scooter ,20.08,83,0,mist,High,5.41,39.26666667
VADRES11DEL02,21-30,4.5,22.308096,73.167753,22.328096,73.187753,Drinks ,motorcycle ,26.33,82,0.36,light rain,Low,7.34,22.75
RANCHIRES11DEL03,21-30,4.9,23.359194,85.325447,23.389194,85.355447,Snack ,motorcycle ,24.59,88,0,few clouds,Moderate,0,34.16666667
KOCRES08DEL02,31-40,4,9.985497,76.276999,10.065497,76.356999,Buffet ,motorcycle ,22.11,60,0,haze,High,25.06,48.4
MYSRES03DEL01,21-30,4.8,12.299524,76.64262,12.409524,76.75262,Snack ,motorcycle ,22.96,48,0,clear sky,High,23.47,44.2
INDORES01DEL03,31-40,4.8,22.695207,75.866059,22.785207,75.956059,Meal ,electric_scooter ,21.97,60,0,haze,Very High,16.48,47.36666667
PUNERES04DEL03,21-30,4.9,18.51421,73.838429,18.60421,73.928429,Meal ,motorcycle ,23.29,46,0,haze,Very High,11.52,51.36666667
INDORES02DEL02,21-30,4.6,22.651847,75.881991,22.701847,75.931991,Snack ,motorcycle ,22.25,44,0,clear sky,Moderate,11.72,27.03333333
JAPRES010DEL03,21-30,4.6,26.921411,75.793604,26.981411,75.853604,Meal ,electric_scooter ,20.15,63,0,scattered clouds,High,19.16,35.7
INDORES13DEL03,31-40,4.5,22.745049,75.892471,22.835049,75.982471,Snack ,scooter ,19.98,83,0,mist,High,19.69,39.43333333
RANCHIRES17DEL01,21-30,4.7,23.374878,85.335739,23.484878,85.445739,Drinks ,electric_scooter ,26.35,82,0.33,light rain,High,10.02,50.01666667
RANCHIRES18DEL02,21-30,4.6,23.351489,85.324253,23.401489,85.374253,Drinks ,motorcycle ,25.52,42,0,clear sky,Moderate,0,39.55
KNPRES010DEL02,31-40,4.3,26.47775,80.351569,26.52775,80.401569,Snack ,scooter ,27.22,53,0,clear sky,Moderate,13.5,32.1
MUMRES03DEL03,21-30,4.8,19.22384,72.841347,19.31384,72.931347,Meal ,scooter ,24.92,73,0,mist,Very High,20.68,82.91666667
MYSRES18DEL01,31-40,4.3,12.337928,76.617889,12.447928,76.727889,Buffet ,scooter ,22.18,42,0,clear sky,Moderate,17.63,29.58333333
BHPRES16DEL01,21-30,4.7,23.264015,77.408236,23.374015,77.518236,Drinks ,motorcycle ,24.91,86,0,clear sky,High,9.82,46.98333333
SURRES04DEL02,31-40,4.7,21.173493,72.801953,21.223493,72.851953,Buffet ,motorcycle ,22.29,43,0,clear sky,Moderate,5.03,30.98333333
BHPRES05DEL02,31-40,4.9,23.214459,77.434976,23.234459,77.454976,Drinks ,motorcycle ,25.92,73,0,haze,Low,2.97,24.13333333
KOCRES09DEL01,21-30,4.7,10.000706,76.349516,10.010706,76.359516,Meal ,motorcycle ,23.91,29,0,clear sky,Low,26.6,15.2
INDORES19DEL01,31-40,4.7,22.745536,75.893106,22.855536,76.003106,Buffet ,scooter ,20.62,67,0,clear sky,High,5.97,47.61666667
COIMBRES04DEL03,21-30,4.6,11.024839,77.007003,11.054839,77.037003,Drinks ,electric_scooter ,21.74,60,0,haze,Low,29.36,24.86666667
JAPRES09DEL03,21-30,5,26.911378,75.789034,27.051378,75.929034,Meal ,motorcycle ,16.05,79,0,clear sky,Very High,20.5,56.16666667
MYSRES20DEL01,21-30,4.6,12.337978,76.616792,12.447978,76.726792,Snack ,motorcycle ,22.39,73,0,haze,Moderate,11.84,31.61666667
AURGRES09DEL02,31-40,4.5,19.874103,75.368419,19.924103,75.418419,Drinks ,motorcycle ,28.42,81,0,mist,Moderate,5.73,40.08333333
DEHRES06DEL01,31-40,4.9,30.361281,78.068022,30.401281,78.108022,Snack ,scooter ,20.05,83,0,mist,Low,24.47,20.5
BANGRES12DEL02,21-30,4.7,12.939496,77.625999,13.069496,77.755999,Meal ,motorcycle ,26.4,81,0.29,light rain,Very High,6.18,55.1
CHENRES13DEL03,21-30,4.7,13.027018,80.254791,13.057018,80.284791,Snack ,scooter ,22.75,73,0,haze,Moderate,14.22,29.88333333
RANCHIRES01DEL03,31-40,4.4,23.416792,85.316842,23.476792,85.376842,Meal ,motorcycle ,22.79,74,0,haze,Moderate,0,28.88333333
BANGRES12DEL03,31-40,4.5,12.939496,77.625999,13.029496,77.715999,Buffet ,scooter ,19.85,63,0,scattered clouds,High,11.04,47.06666667
BANGRES05DEL02,21-30,3.8,12.970324,77.645748,13.020324,77.695748,Drinks ,motorcycle ,22.94,60,0,haze,High,17.49,42.35
BHPRES04DEL03,31-40,4.1,23.184992,77.417227,23.274992,77.507227,Snack ,scooter ,28.57,81,0,mist,High,23.55,47.78333333
RANCHIRES17DEL02,31-40,4.5,23.374878,85.335739,23.504878,85.465739,Snack ,motorcycle ,25.89,73,0,haze,Very High,10.64,58.53333333
HYDRES13DEL01,21-30,4.6,17.431477,78.40035,17.471477,78.44035,Buffet ,scooter ,25.78,73,0,haze,Moderate,9.71,31.7
